Art17_FLAUWWTPID,ReportNetEnvelopeFileId,flatpComments,flatpEUFund,flatpEUFundName,flatpExpCapacity,flatpExpecDateCompletion,flatpExpecDatePerformance,flatpExpecDateStart,flatpExpecDateStartWork,flatpExpecTreatment,flatpExpLoad,flatpExpLoadTruck,flatpInv,flatpLoan,flatpLoanName,flatpMeasures,flatpOtherFund,flatpOtherFundName,flatpReasons,flatpStatus,repCode,uwwCode,uwwName
11306,23182,,,,23000,20161001,20171231,20140303,20150901,3NP,23000,,1225000,,,Amélioration du traitement de l'Azote et mise en place d'un traitement physico-chimique pour le Phosphore.,,,traitement plus strict,P,,FR0417019S0001,ARS-EN-RE
11366,23182,,,,,20151231,20161231,,20120601,2,5000,,1000000,,,travaux de lutte contre les eaux claires parasites. Contrôles de branchement. Mise en place dune Zone de Rejet Végétalisée.,,,Problématique importante des eaux claires parasites (proximité nappe perchée affleurante et fluctuante),N,,FR026808800429,FELDKIRCH
11367,23182,,,,33000,20171231,20181231,,20141231,3NP,57000,,0,,,aménagements sur la station et gros travaux réseaux.,,,"Mauvaises performances, by-pass et eaux claires parasites.",N,,FR0442094S0002,Feurs - Font Fenouillet
11368,23182,,,,27000,20140716,20150716,20130329,20130603,3NP,27000,,7500000,,,Reconstruction de la station et travaux sur le réseau,,,"Équipement, performances et rejets directs temps sec",C,,FR0509329V001,FOIX (VERNAJOUL)
11369,23182,,1700000,FEADER,4000,20150930,20161231,20130722,20140512,2,4000,,2000000,,,construction d'une nouvelle station,,,Sous-dimensionnement et vétusté du génie-civil,C,,FR080000197225,FOND CORRE
11370,23182,,,,25000,20171231,20181231,20160129,20160202,3NP,6500,,5700000,,,Connexion sur une nouvelle station intercommunale,,,Surcharges hydraulique et organique. Pas d'autosurveillance sur le DO en tête de station,N,,FR0531187V003,FONSORBES (Sivom)
11371,23182,,,,30000,20141124,20151124,20121001,20121101,3P,4200,,9785000,,,Raccordement sur nouvelle steu intercommunale de WEYERSHEIM depuis le 24 novembre 2014,,,obsolescence,C,,FR026752902408,GEUDERTHEIM
11375,23182,,,,3500,20161231,20171231,20141231,20151231,2,3500,,77050,,,Station et réseaux,,,Dimensionnement inadapté /obsolescence/ DCE + Station de ski+ eaux claires parasites,N,,FR060938186002,GRESSE-EN-VERCORS
11378,23182,,,,3500,20171231,20181231,20141231,20151231,2,1500,,0,,,réhabilitation de la station,,,obsolescence  et augmentation de la charge,N,,FR060974140001,HABERE-POCHE
11379,23182,,,,52800,20140812,20150901,,20140113,2,6300,,0,,,raccordement sur le STEU de Beblenheim,,,Dimensionnement inadapté (période de vendanges),C,,FR026802300417,HUNAWIHR
11381,23182,,,,30000,20171201,20181201,20141201,20160901,3NPm,30000,,10000000,,,"Réhabilitation STEU, travaux réseaux",,,traitement plus strict,P,,FR0485113S0002,ILE-D'YEU Les Roses
11382,23182,,,non,40000,20151231,20161231,20140301,20140601,3NP,30000,,6000000,,,déconnexion industriel et traitement complémentaire par ajout de polymères,,,mauvaises performances,C,,FR060984054004,Isle sur la Sorgue Chef-Lieu
11384,23182,,,,9800,20140930,20151231,,20131231,3NP,8800,,4354000,,,Nouvelle station-Travaux sur réseaux existants-contrôles des raccordements des particuliers.,,,obsolescence et gestion des eaux claires parasites,N,,FR010298100000,ISQUES SE
11385,23182,,,,30000,20151130,20161231,,20150109,2,30000,,48000,,,Remise à niveaux de nombreux équipements notamment la filière boues (remplacement de la presse par une centrifugeuse) et réhabilitation de la chaîne d'autosurveillance,,,Mauvaises performances et absence d'autosurveillance en poste fixe,N,,FR0547031V003,Jean Malèze
11474,23182,,1227500,FEDER,16755,20131105,20141231,20111020,20111101,2,15200,,2885170,,,Suppression et transfert vers la STEU de SAINTE-LUCE-GROS RAISIN,,,"Sous-dimensionnement, absence déquipements dautosurveillance et vétusté générale",C,,FR080000197227,SAINTE-LUCE-Bourg
11475,23182,,6666030,FEDER /ONEMA,25000,20130515,20140815,20130507,20111130,2,20000,,17275600,,,nouvelle station,,,augmentation de la charge et mauvaises performances,C,,FR109742000002,SAINTE-SUZANNE- REUNION
11476,23182,,,,12500,20160130,20170130,,20141113,2,12500,,2400000,,,Extension et modification fonctionnement,,,nouvelles exigences (traitement plus strict),N,,FR060920311001,SANTA MARIA POGGIO
11478,23182,,,,65000,20161231,20171231,,20151231,2,3000,,0,,,raccordement à une autre station en cours dextension,,,obsolescence/ exigences DCE,N,,FR060938480001,SEPTEME / SIASO
11479,23182,,,non,4150,20151201,20161201,20130101,20140901,3NP,3500,,3660700,,,reconstruction de la station et réhabilitation du réseau (eaux claires parasites),,,obsolescence,N,,FR036061601000,SERIFONTAINE
11482,23182,,,,13600,20171231,20181231,20160630,20160731,3P,13600,,6600000,,,à déterminer - études en cours,,,Equipement insuffisant et mauvaises performances.,N,,FR0515187V002,ST FLOUR ST GEORGES ST THOMAS
11484,23182,,,,25000,20160630,20171231,20130919,20150131,3NP,16000,,7400000,,,Extension de la capacité à 25000 EH,,,augmentation de la charge,N,,FR0533422V002,ST JEAN D'ILLAC CHAMBRERE
11485,23182,,,,3480,20130910,20141231,20120301,20120701,3NP,2500,,1700000,,,nouvelle station,,,augmentation de la charge  - Défaut d'auto-surveillance,C,,FR038934801000,ST JULIEN DU SAULT
11487,23182,,3600000,FEDER,8000,20160630,20170730,20110621,20140101,2,6000,,6000000,,,Création d'une nouvelle station,,,mauvaises performances,N,,FR079711600001,station Sergent (ROUSSEAU)
11488,23182,,4416680,FEDER,6250,20171231,20181231,20130123,20161231,2,4000,,7800000,,,Création d'une nouvelle station,,,mauvaises performances,N,,FR079712900001,Ste Rose STEP du bourg
11489,23182,,,,17300,20170901,20180901,20131231,20150901,2,16000,,3500000,,,nouvelle station envisagée (pointe estivale),,,mauvaises performances,N,,FR060913096001,Stes Maries de la mer
11490,23182,,,,12200,20171231,20181231,20151231,20160215,3NP,6000,,4500000,,,Reconstruction de la station.,,,Station vétuste + rejet direct temps sec,N,,FR0509306V001,SURBA (TARASCON SUR ARIEGE)
11491,23182,,,,18000,20151231,20161231,,20121231,3NP,5300,,11500000,,,"fermeture abattoir, travaux réseaux, aménagements sur station existante et projet station intercommunale.",,,sous dimmensionné et mauvaises performances,N,,FR0442304S0004,SURY LE COMTAL - Les Chartonnes (Bourg)
11494,23182,,,,14500,20160731,20170731,20150301,20150401,3NP,8800,,3650000,,,Nouvelle station dépuration avec raccordement d'un industriel,,,Mauvaises performances et sous dimensionnement,N,,FR0524547V002,TERRASSON LA VILLEDIEU (COMMUNALE)
11308,23182,,,,6925,20191231,20201231,20150201,20161231,2,5300,,0,,,conclusions du schéma directeur assainissement en juillet 2014 et programmation des travaux en aout 2014,,,Rejet direct temps sec et mauvaises performances.,N,,FR0564062V002,ARUDY (INTERCOMMUNALE)
11309,23182,,,,50000,20201231,20211231,20161231,20140101,3NPm,32500,,0,,,diagnostic réseau et programme de travaux,,,Non conformité sur la collecte,N,,FR0532013V006,AUCH Lamothe
11310,23182,,,,9500,20151231,20161231,20140630,20140630,3NP,9500,,1610000,,,"Déconnexion des eaux claires parasites, gestion des eaux pluviales,restructuration de la filière Boues et réalisation d'une aire de stockage (filtres plantés de roseaux).",,,Surcharge hydraulique du système de collecte et de la station de traitement (intrusion dECP et dECM) entraînant des déversements fréquents et pouvant entraîner un défaut de performances de traitement.,N,,FR010778500000,AUCHY-HAISNES SE
11311,23182,,,,4300,20131231,20141231,,,2,3000,,2400000,,,Réhabilitation de la station,,,rejet direct temps sec,C,,FR037636001000,AUFFAY
11312,23182,,,,4000,20161231,20171231,,20151231,2,3200,,0,,,Projet nouvelle station,,,mauvaises performances,C,,FR0548009V001,AUMONT AUBRAC
11313,23182,,,,,20171101,20181101,,20160701,2,62000,,0,,,études en cours,,,mauvaises performances,N,,FR0515014V005,AURILLAC SOULEYRIE
11314,23182,,,,17100,20151231,20161231,,20140614,3NP,14000,,70000,,,Traitement du phosphore,,,mauvaises performances,N,,FR010696500000,AVESNES-LES-AUBERT RIEUX EN CAMBRESIS SE
11315,23182,,,,7000,20151116,20161115,20141117,20141203,2,7700,,1765490,,,Construction dun bassin tampon et travaux sur le réseau de la station de ski,,,"Surcharges hydrauliques, notamment dues aux eaux claires parasites",N,,FR0509032V002,AX LES THERMES (COMMUNALE)
11316,23182,,,,6000,20161231,20171231,20140601,20141231,2,5900,,0,,,Nouvelle steu,,,Obsolescence,C,,FR0456008S0001,BADEN Pont Claou
11317,23182,,,,25000,20171231,20181231,20161231,,2,15000,,0,,,diagnostic,,,Déversement temps sec,N,,FR0565059V004,BAGNERES Ville
11318,23182,,7920000,FEDER,18500,20141230,20151230,20091116,20120401,2,14000,,13000000,,,Reconstruction d'une nouvelle STEU,,,mauvaises performances,C,,FR079710300008,Baie Mahault La Jaille
11319,23182,,,,124000,20140120,20150401,,20120120,2,41000,,14355000,,,envoi des effluents sur la station de Bastia SUD (060920033001) avec extension,,,nouvelles exigences (traitement plus strict),C,,FR060920033001,BASTIA- Nord
11320,23182,,,,2500,20131201,20141201,,,2,2100,,1345000,,,nouvelle station,,,obsolescence,C,,FR0565072V002,BAZET
1093,26875,,,,130000,20150831,20161231,20150609,20150701,3NP,110000,,10000,,,Repair of equipment.,,,Broken equipment.,N,,FIJVP_O000000000761,TP (761) of Seinajoen kt.
1089,26875,,,,100000,20150601,20151231,20140601,20140901,3NP,90000,,320000,,,"Building more stringent treatment, renewal of automation system.",,,"Absence of sufficient carbon source, better control system needed.",N,,FIJVP_O000000000375,TP (375) of Lahden kt.
1090,26875,,,,90000,20150601,20151231,20140101,20140601,3NP,80000,,0,,,Improvement of load control and operation.,,,"Fluctuating load, bad operation.",N,,FIJVP_O000000000331,TP (331) of Kouvolan kt.
1091,26875,,,,15000,20191231,20201231,20150101,20180101,3P,11500,,3500000,,,"Building a new treatment plant. Implementation of a new plant has delayed, but the process has been started and detailed design of a new plant will start soon.",,,Absence of tertiary treatment.,N,,FIJVP_O001300000055,TP (1300000055) of Akaslompolo
1092,26875,,,,15000,20151231,20161231,20150101,20150601,3P,8400,,0,,,"Due to the end of operation of a slaughter house, the PE has decreased down to 8 400. Some technical improvements have been done.",,,Absence of N removal.,N,,FIJVP_O000000000222,TP (222) of Kannuksen kt.
1094,26875,,,,25000,20151231,20161231,20140101,20140301,3NP,20000,,1200000,,,Sewage network renovation.,,,Excess of storm water to UWWTP.,N,,FIJVP_O000000000887,TP (887) of Toijalan kt.
1095,26875,,,,15000,20151231,20161231,20150301,20160601,3NP,10200,,20000,,,Improvement of operation according to a consultant.,,,Bad operation.,N,,FIJVP_O000000000839,TP (839) of Tammisaaren kt.
1096,26875,,,,50000,20141031,20151231,20120901,20130101,3NP,40000,,5000000,,,Renewal of the treatment plant.,,,Increase of the load.,N,,FIJVP_O000000000044,TP (44) of Euran kk.
1097,26875,,,,20000,20150331,20161231,20140101,20140601,3NP,18600,,13500000,,,Building a new treatment plant.,,,"Increase of the load, absence of N removal.",N,,FIJVP_O000000000454,TP (454) of Loimaan kt.
1098,26875,,,,35000,20180601,20191231,20150101,20170101,3NP,31000,,6200000,,,Renewal of the UWWTP.,,,Obsolescence of the UWWTP.,N,,FIJVP_O000000000904,TP (904) of Uudenkaupungin kt.
1099,26875,,,,220000,20171231,20180630,20141101,20161201,3NP,202000,,16000000,,,Renewal of the UWWTP and a new N removal with MBR technology.,,,"Obsolescence of the UWWTP, poor N removal.",N,,FIJVP_O000000000578,TP (578) of Oulu
1780,26999,,,,2293,20231231,20241231,20201231,20211231,2,2293,,1.91,,,construction of WWTP,,,absence ot WWTP,N,,BGCO00672_00_01,Kanalizacia Archar
1788,26999,,,,3830,20231231,20241231,20201231,20211231,2,3830,,2.56,,,construction of WWTP,,,absence ot WWTP,N,,BGCO02720_00_01,Kanalizacia Banya
1796,26999,,,,4911,20231231,20241231,20201231,20211231,2,4911,,2.86,,,construction of WWTP,,,absence ot WWTP,N,,BGCO04234_00_01,Kanalizacia Bistritsa
1804,26999,,,,3939,20231231,20241231,20201231,20211231,2,3939,,2.6,,,construction of WWTP,,,absence ot WWTP,N,,BGCO06207_00_01,Kanalizacia Bratsigovo
1811,26999,,,,3238,20231231,20241231,20201231,20211231,2,3238,,2.32,,,construction of WWTP,,,absence ot WWTP,N,,BGCO07116_00_01,Kanalizacia Butan
1820,26999,,,,3893,20231231,20241231,20201231,20211231,2,3893,,2.59,,,construction of WWTP,,,absence ot WWTP,N,,BGCO20242_00_01,Kanalizacia Debelets
1826,26999,,,,4243,20231231,20241231,20201231,20211231,2,4243,,2.7,,,construction of WWTP,,,absence ot WWTP,N,,BGCO22407_00_01,Kanalizacia Dolni Dabnik
1831,26999,,,,3429,20231231,20241231,20201231,20211231,2,3429,,2.41,,,construction of WWTP,,,absence ot WWTP,N,,BGCO23409_00_01,Kanalizacia Dragoman
1836,26999,,,,3135,20231231,20241231,20201231,20211231,2,3135,,2.27,,,construction of WWTP,,,absence ot WWTP,N,,BGCO20746_00_01,Kanalizacia Dzhebel
1842,26999,,,,2628,20231231,20241231,20201231,20211231,2,2628,,2.07,,,construction of WWTP,,,absence ot WWTP,N,,BGCO14831_00_01,Kanalizacia German
1845,26999,,,,2904,20231231,20241231,20201231,20211231,2,2904,,2.18,,,construction of WWTP,,,absence ot WWTP,N,,BGCO18505_00_01,Kanalizacia Glozhene
1850,26999,,,,2380,20231231,20241231,20201231,20211231,2,2380,,1.96,,,construction of WWTP,,,absence ot WWTP,N,,BGCO17912_00_01,Kanalizacia Grozdyovo
1856,26999,,,,2992,20231231,20241231,20201231,20211231,2,2992,,2.21,,,construction of WWTP,,,absence ot WWTP,N,,BGCO55782_00_01,Kanalizacia Iskar
1862,26999,,,,2473,20231231,20241231,20201231,20211231,2,2473,,2,,,construction of WWTP,,,absence ot WWTP,N,,BGCO35523_00_01,Kanalizacia Kaloyanovo
1869,26999,,,,2159,20231231,20241231,20201231,20211231,2,2159,,1.84,,,construction of WWTP,,,absence ot WWTP,N,,BGCO36837_00_01,Kanalizacia Kilifarevo
1873,26999,,,,4079,20231231,20241231,20201231,20211231,2,4079,,2.65,,,construction of WWTP,,,absence ot WWTP,N,,BGCO38844_00_01,Kanalizacia Kostandovo
1879,26999,,,,2472,20231231,20241231,20201231,20211231,2,2472,,2,,,construction of WWTP,,,absence ot WWTP,N,,BGCO39270_00_01,Kanalizacia Kraishte
1885,26999,,,,2224,20231231,20241231,20201231,20211231,2,2224,,1.88,,,construction of WWTP,,,absence ot WWTP,N,,BGCO40052_00_01,Kanalizacia Krupnik
1888,26999,,,,2821,20231231,20241231,20201231,20211231,2,2821,,2.15,,,construction of WWTP,,,absence ot WWTP,N,,BGCO40525_00_01,Kanalizacia Kula
1892,26999,,,,4420,20231231,20241231,20201231,20211231,2,4420,,2.75,,,construction of WWTP,,,absence ot WWTP,N,,BGCO43476_00_01,Kanalizacia Letnitsa
1897,26999,,,,3261,20231231,20241231,20201231,20211231,2,3261,,2.33,,,construction of WWTP,,,absence ot WWTP,N,,BGCO49494_00_01,Kanalizacia Maglizh
1901,26999,,,,2463,20231231,20241231,20201231,20211231,2,2463,,2,,,construction of WWTP,,,absence ot WWTP,N,,BGCO47295_00_01,Kanalizacia Markovo
1902,26999,,,,5671,20231231,20241231,20201231,20211231,2,5671,,3.07,,,construction of WWTP,,,absence ot WWTP,N,,BGCO47336_00_01,Kanalizacia Marten
1913,26999,,,,3208,20231231,20241231,20201231,20211231,2,3208,,2.31,,,construction of WWTP,,,absence ot WWTP,N,,BGCO52221_00_01,Kanalizacia Novo selo
1914,26999,,,,2302,20231231,20241231,20201231,20211231,2,2302,,1.92,,,construction of WWTP,,,absence ot WWTP,N,,BGCO53335_00_01,Kanalizacia Ognyanovo
1907,26999,,,,2596,20231231,20241231,20201231,20211231,2,2596,,2.06,,,construction of WWTP,,,absence ot WWTP,N,,BGCO51250_00_01,Kanalizacia Negovan
1908,26999,,,,2725,20231231,20241231,20201231,20211231,2,2725,,2.11,,,construction of WWTP,,,absence ot WWTP,N,,BGCO51648_00_01,Kanalizacia Nikolaevo
1909,26999,,,,3483,20231231,20241231,20201231,20211231,2,3483,,2.43,,,construction of WWTP,,,absence ot WWTP,N,,BGCO51679_00_01,Kanalizacia Nikolovo
1896,26999,,,,7159,20231231,20241231,20201231,20211231,2,7159,,3.35,,,construction of WWTP,,,absence ot WWTP,N,,BGCO44570_00_01,Kanalizacia Lyubimets
2190,26865,,0,,1950,20201231,20211231,20171231,20181231,2,1950,0,0,,,Increase UWWTP performance,,,NR,P,,ROWP_34164_01,ROWP Parva
2210,26865,,2,CF,6500,20191231,20201231,20161231,20171231,2,6500,0,2,,,New WWTP in Ardud - replacing the old one,,,NR,P,,ROWP_136857_01,ROWP Ardud 
2233,26865,,0,,3500,20191231,20201231,20161231,20171231,2,3500,0,0,,,New WWTP in Ocna Sugatag,0,National budget,NR,P,,ROWP_108419_01,ROWP Ocna Sugatag
1353,26741,NO SIGNIFICANT UPGRADE EXPECTED BEFORE 2020,,Unknown at this stage,60000,20171231,20181231,20161231,20160101,3N,70000,0,0,,,DISCONNECTION OF FARMYARD WASTE AND/OR PRE-TREATMENT OF SAME BEFORE DISCHARGING TO THE SEWERS,,,RECEIPT OF UNCONTROLLED FARMYARD WASTE AT THE UWWTP,N,,MTNSTP,CUMNIJA UWWTP
1355,26741,NO SIGNIFICANT UPGRADE EXPECTED BEFORE 2020,,Unknown at this stage,40000,20171231,20181231,20161231,20160101,2,40000,0,0,,,DISCONNECTION OF FARMYARD WASTE AND/OR PRE-TREATMENT OF SAME BEFORE DISCHARGING TO THE SEWERS,,,RECEIPT OF UNCONTROLLED FARMYARD WASTE AT THE UWWTP,N,,MTGSTP,RAS IL-HOBZ UWWTP
2240,26865,,0,,3960,20171231,20181231,20141231,20151231,2,2805,0,0,,,Extension of WWTP for Sãlsig,0,,NR,P,,ROWP_108927_01,ROWP Salsig
2698,26865,,1,EARDF,2861,20151231,20161231,20110612,20110612,2,2601,0,1,0,,Construction of Wastewater Treatment Plant for Baleni,0,,NR,P,,ROWP_75668_01,ROWP Baleni
1357,26741,NO SIGNIFICANT UPGRADE EXPECTED BEFORE 2020,,Unknown at this stage,500000,20171231,20181231,20161231,20160101,2,500000,0,0,,,DISCONNECTION OF FARMYARD WASTE AND/OR PRE-TREATMENT OF SAME BEFORE DISCHARGING TO THE SEWERS,,,RECEIPT OF UNCONTROLLED FARMYARD WASTE AT THE UWWTP,N,,MTSSTP,TA BARKAT UWWTP
3101,26865,,0,EARDF,1870,20201231,20211231,20171231,20181231,2,1870,0,0,,,New WWTP in Sieu,,,NR,P,,ROWP_34654,ROWP Sieu 
3110,26865,,0,EARDF,3000,20201231,20211231,20171231,20181231,2,2969,0,0,,,New WWTP in Lesu,,,NR,P,,ROWP_33523,ROWP Lesu
3119,26865,,0,,2400,20191231,20201231,20161231,20171231,2,2400,0,2,,,New WWTP in Surduc,2,National budget,NR,P,,ROWP_142783,ROWP Surduc
1891,26999,,,,1971,20231231,20241231,20201231,20211231,2,1971,,1.73,,,construction of WWTP,,,absence ot WWTP,N,,BGCO44478_00_01,Kanalizacia Laki
3126,26865,,0,,2400,20171231,20181231,20141231,20151231,2,2239,0,0,,,New WWTP in Vâr?ol? ,0,National budget,NR,P,,ROWP_143030,ROWP Varsolt
3133,26865,,0,,2100,20201231,20211231,20171231,20181231,2,2100,0,2,,,New WWTP MB in Ora?u Nou,2,National budget,NR,P,,ROWP_138360,ROWP Orasu Nou 
